;name;country_code;country;hobbies;education;hero;influence;philosophy;slug_game;game_year
8969;DEGUCHI Kelly;CAN;Canada;Going to cafes and trying different types of coffee, baking sweets and cakes;Bachelor's of Law in 2021 at Law Faculty, Yamanashi Gakuin University (JPN);Judoka Christa Deguchi (CAN), four-time world championship -57kg medallist (two gold, one silver, one bronze), 2022 Commonwealth Games champion. Representing Japan, two-time world junior championship medallist (2014 silver, 2013 bronze);"Her sister, Christa. ""She has been a big part of my life and we are very close. She has also been a big inspiration in my judo career, too. I am fortunate to be able to train and travel with her representing Canada."" (Athlete, 19 Jun 2024)";"""Believe in myself and do my best."" (Athlete, 19 Jun 2024)";paris-2024;2024
8971;XU Kerry;USA;United States;Travelling, making and styling jewellery pieces, watching fashion videos, binge-watching crime documentaries and television shows, discovering new music;Graduated in 2020 with a Bachelor's degree in Economics from University of California (Berkeley, USA);Sprinter Sha'carri Richardson (USA), three-time 2023 World Championships medallist (two gold, one bronze);"Jennie Kim from South Korean pop group Blackpink, known for her musical versatility and fashion image. ""She has an extremely elegant, powerful yet cute style and I get a lot of fashion inspiration from her. I also admire how she brings so much to the table with all her brand collaborations - she has a unique eye for beauty and definitely is someone who starts fashion trends."" (Athlete, 26 May 2024)";"""Be fearless, be respectful, and be yourself."" (Athlete, 26 May 2024)";paris-2024;2024
8980;CHIU Vinson;USA;United States;Piano, reading, gaming;Graduated in 2022 with a degree from University of California (Berkeley, USA);Badminton player Tony Gunawan (USA), coach, 2000 Olympic doubles champion (with Candra Wijaya), 2001 world doubles champion (with Halim Haryanto);"His mother. ""She has provided me guidance my whole life."" (Athlete, 27 May 2024)";"""Let your resilience be stronger than your suffering."" (Athlete, 27 May 2024)";paris-2024;2024
8981;GAI Jennie;USA;United States;Trying new foods in different countries, collecting cute trinkets, petting cute dogs and cats;Graduated in 2022 with a Bachelor's degree in Nutritional Science from the University of California (Berkeley, USA);Badminton player Huang Yaqiong (CHN), 2020 Olympic mixed doubles silver medallist (with Zheng Siwei), three-time world mixed doubles champion (2018, 2019, 2022);"Her mother. ""She always wants the best for me."" (Athlete, 26 May 2024)";"""It's not over until it's over - every point is a new rally."" (Athlete, 26 May 2024)";paris-2024;2024
8983;XU Annie;USA;United States;Playing other sports with friends (including activities such as Topgolf and go-kart racing), karaoke, making/styling jewellery, travelling;Graduated in 2020 with a Bachelor's degree in Economics from University of California (Berkeley, USA);"Sprinter Allyson Felix (USA), 11-time Olympic medallist (seven gold, three silver, one bronze); 20-time world championship medallist (14 gold, three silver, three bronze)";"Jennie Kim from South Korean pop group Blackpink, known for her musical versatility and fashion image. ""I love how she always pushes for more and is not afraid to show the world who she is. She can be bold and fearless but also cute and gentle. She has great sense of fashion and can style very simple items well."" (Athlete, 26 May 2024)";"""Make yourself proud. Regret is stronger than fear."" (Athlete, 26 May 2024)";paris-2024;2024
9048;KAIZINGER Balazs;HUN;Hungary;He liked fencing before he discovered horses;Studied Riding and Agriculture at Kaposvari Egyetem (Kaposzvar, Hungary);Equestrian eventing rider Andrew Nicholson (NZL), three-time Olympic medallist (one silver, two bronze), six-time Olympian (1984, 1992, 1996, 2004, 2008, 2012), three time world championship medallist (one gold, two bronze);His mother, Katalin;"""Always forward!"" (Athlete, 3 Jul 2024)";paris-2024;2024
9057;ARUNOVIC Zorana;SRB;Serbia;Learning new languages, cooking, mowing her lawn and doing gardening jobs;Graduated in 2022 with a Bachelor’s degree in Slavic Language from the University of Belgrade (SRB). Currently pursuing a Master's degree in Sports Management;br>Tennis player Roger Federer (SUI), 20-time Grand Slam singles champion, 2008 Olympic doubles champion, 2012 Olympic singles silver medallist.</p><p>Swimmer Katie Ledecky (USA), 10-time Olympic medallist (seven gold, three silver), 21-time world champion;"Her sister ,Jelena. ""It is her footsteps that I followed. She shaped me to be the shooter I am today and had a great influence on me as a person too."" (Athlete, 3 Feb 2024)";"""Always push till the very end."" (Athlete, 3 Feb 2024)</p><p>""Never give up, no matter how hard it is. You should always find something that will inspire you to keep going further. I find my inspiration in the success of other athletes. They inspire me to work more and harder."" (zoranaarunovic.com, 7 Feb 2024)";paris-2024;2024
9072;MANDIC Dusan;SRB;Serbia;Basketball, watching movies, listening to music, spending time with friends and family;Studied at the University of Belgrade (SRB);"Water polo player Gergely ""Gergo"" Kiss (HUN), three-time Olympic gold medallist (2000, 2004, 2008), four-time world championship medallist (one gold, three silver). </p><p>Water polo player Aleksandar Sapic (SRB), three-time Olympic medallist (2004 silver, 2000 and 2008 bronze), four-time world championship medallist (2005 gold, 2001 silver, 1998 and 2003 bronzes).</p><p>Water polo player Vladimir Vujasinovic (SRB), three-time Olympic medallists (2004 silver, 2000 and 2008 bronze), four-time world championship medallist (2005 gold, 2001 silver, 1998 and 2003 bronzes)";Former coach Igor Milanovic;"""If you think that training is difficult, try losing."" (mozzartsport.com, 26 Jul 2018)";paris-2024;2024
9097;COELHO de BARROS Maria Ines;POR;Portugal;Watching series, movies and anime, reading different types of books, playing games, crochet, painting and drawing;Studying for a Master's degree in Veterinary Medicine at the School of Medicine and Biomedical Sciences (ICBAS), University of Port (Port, POR);Shooter Jessica Rossi (ITA), 2012 Olympic trap champion, 14-time world championship medallist (nine gold, two silver, three bronze);Her family;"""Always have fun.""";paris-2024;2024
9125;SZYMANSKA Angelika;POL;Poland;Painting, crocheting, reading books;Bachelor's degree in 2023 from the State Academy of Applied Sciences in Wloclawek (POL);Judoka Shohei Ono (JPN), three-time Olympic medallist (two -73kg gold, one mixed team silver), seven-time world championship medallist (six gold, one bronze);"""My coach, Aneta Szczepanska (POL). She was a great athlete, very experienced, and wants the best for me, so I trust her and always listen to her advice.""  (Athlete, 27 Mar 2024)";"""There are no secrets to success. It is the result of preparation, hard work, and learning from failure."" (Athlete, 27 Mar 2024)";paris-2024;2024
9193;RUANO OLIVA Adriana;GUA;Guatemala;Crossfit;Graduated in 2023 with a Master's degree in Sport Nutrition from the University of the Valley of Guatemala (GUA).</p><p>Graduated in 2018 with a Bachelor's degree in Clinical Nutrition from the Francisco Marroquin University (Guatemala City, GUA).</p><p>Received IOC Diploma in Sports Nutrition in 2023 from the International Olympic Committee;"Tennis player Rafael Nadal (ESP), winner of 22 Grand Slam singles titles (as of July 2023), including a record 14 French Open titles; two-time Olympic champion (2008 singles, 2016 doubles)";"Her mother. ""She is the one who has given me the true example of what a strong, discerning, noble woman is like, who loves her family and gives everything for them. My mother is the one who sacrificed herself so that I could be the woman and sportswoman that I am today. She has taught me to be a strong woman, because after my father's death, my mum became the head of the family and the one who has guided us and helped us to move forward with our lives even though my dad is no longer with us."" (Athlete, 18 May 2024)";"""'Happiness is the journey, not the destination. I believe that we come into this world to leave a mark. I believe that there is no point in reaching your destination if you don't enjoy the journey and if you don't leave positive footprints in the lives of others while you are on your way to your goals."" (Athlete, 18 May 2024)";paris-2024;2024
9194;BROL CARDENAS Jean Pierre;GUA;Guatemala;Motorcycling, spending time with his family;Studied Agricultural Engineering;His father;"""I think that naming just one person is not fair. The formation of me or who I am is a reflection of each member of my nuclear family."" (Athlete, 26 Jun 2024)";“You should always try to be the best, but never believe it completely.” - race car driver Juan Manuel Fangio (ARG);paris-2024;2024
9278;VALJALO Brandon;RSA;South Africa;Golf, football, playing video games;Studied Marketing at the IMM Graduate School (Johannesburg, RSA);Footballer Cristiano Ronaldo (POR), won five Champions Leagues, seven league titles and five Ballon d’Or awards during his time at Manchester United, Real Madrid and Juventus. Won Euro 2016 with Portugal and is international football’s all-time top scorer and appearance maker;His father;"""Try and fail but never fail to try."" (Athlete, 19 Jul 2021)";paris-2024;2024
9287;DOUGLAS Sarah;CAN;Canada;Cooking;Graduated in 2017 with a Marketing Management degree from University of Guelph (ON, CAN);"Trampoline gymnast Rosie MacLennan (CAN), two-time Olympic champion (2012, 2016); 19-time world championship medallist (three gold, nine silver, seven bronze).</p><p>Her brother, sailor Greg Douglas (CAN), two-time Olympian, 2008 (representing Barbados), 2012 (representing Canada)";Brother Greg;"""My advice for female athletes is to have no fear. Don't be afraid to speak up, ask a question and show everyone what you can do. I myself have been quiet in the past but it won't help yourself or your community to move forward."" (sail-world.com, 22 Feb 2020)";paris-2024;2024
9309;CROUSER Ryan;USA;United States;An outdoorsman (fishing, his boats, kayaking, hiking, bow hunting, camping), DIY (do-it-yourself projects) and his Labrador dog, Koda;Graduated in 2015 with a Bachelor's degree in Economics, and in 2016 with a Master's degree in Finance from the University of Texas at Austin (TX, USA);Shot putter Ulf Timmerman (GER), 1988 Olympic champion, 1983 World Championships silver medallist (for GDR);"His grandfather, Larry Crouser who passed away the day before Ryan left for the Tokyo 2020 Olympic Games. After he won his gold medal he held up a sign that read, ""Grandpa, We did it, 2020 Olympic Champion!"" </p><p>""He was a huge part of my life. I was blessed to be able to spend as much time with him as I did. The very first time I threw shot put was actually in his backyard. (today.com, 5 Aug 2021)";"Tries to remain present in the moment, and while he values his legacy in the sport, he emphasises that the journey is what truly matters. ""If you can focus for long enough, you’ll get to the point where you will have a great legacy in the sport.” (teamusa.com, 15 Aug 2023)";paris-2024;2024
9316;CUNNINGHAM Vashti;USA;United States;Balances her athletic career with passions in fashion, design, landscape photography (wants to work for National Geographic), modelling, drawing and painting. Enjoys skateboarding;University of Nevada, Las Vegas (USA);"Basketball player Kobe Bryant (USA), five-time National Basketball Association (NBA) champion with the Los Angeles Lakers (2000-02, 2009, 2010),  two-time Olympic champion (2008, 2012). Died in a helicopter crash in 2020. </p><p>Sprinter Allyson Felix (USA), 11-time Olympic medallist (seven gold, three silver, one bronze); 20-time world championship medallist (14 gold, three silver, three bronze).</p><p>Tennis player Serena Williams (USA), winner of 23 Grand Slam singles titles, 2012 Olympic singles champion, three-time Olympic doubles champion (2000, 2008, 2012)";Her family. Coming from a household with two exceptional athletes, she and her siblings were taught the importance of hard work and camaraderie from an early age. “The biggest lesson that I’ve learned is the support that comes with having a family like that. It’s never-ending, and it’s always genuine. That’s been one of my biggest and my strongest assets for when I perform, and which keeps me training.” (justwomenssports.com, 15 Jun 2022);“It’s all on you at the end of the day. Your wins, your losses, your heights.” (redbull.com, 21 Jun 2022);paris-2024;2024
9351;HOLLOWAY Grant;USA;United States;Playing and streaming video games;Studied African American Studies at the University of Florida (Gainesville, FL, USA);Hurdler Colin Jackson (GBR), 1988 Olympic 110m hurdles silver medallist, four-time  Olympian (1988, 1992, 1996, 2000), five-time world championship medallist (two gold, two silver, one bronze).</p><p>Basketball player Michael Jordan (USA), six-time National Basketball Association (NBA) champion with the Chicago Bulls (1991-93, 1996-98), two-time Olympic gold medallist (1984, 1992);Coach Mike Holloway (USA): “I'm just way more happier of the man that I'm starting to become. Coach Holloway has really stayed true to his word. Really the biggest thing when I was getting recruited by him, he said, 'I want to make you one of the best hurdlers, but also want to make you a better man'. I'm still learning from him day in and day out.” (olympics.com, 27 Jun 2023);“I just need to figure out what works best for me, be able to run quick, just stay relaxed about the whole race and really just continue just to stay true to me and not really try to change up and focus too much on the people (who came) before me.” (olympics.com, 27 Jun 2023);paris-2024;2024
9353;HARRISON Juvaughn;USA;United States;Playing video games;Bioengineering at Louisiana State University (Baton Rouge, LA, USA);His mother;His mother;"""I'm nervous until I take my first jump, and once I do that I'm just having fun and doing what I love."" (healthytiger.net, 13 Apr 2021)";paris-2024;2024
9358;FRANKLIN Tori;USA;United States;Singing, dancing, hiking, filming and playing sports;Graduated in 2015 with a Bachelor of Arts in Interdisciplinary Studies from Michigan State University (East Lansing, MI, USA) and in 2021 with a Master of Business Administration (MBA) in Entrepreneurial Studies from the Keller Graduate School of Management of DeVry University (IL, USA);"Sprinter Allyson Felix (USA), 11-time Olympic medallist (seven gold, three silver, one bronze); 20-time world championship medallist (14 gold, three silver, three bronze).</p><p>Basketball player Lebron James (USA), four-time National Basketball Association (NBA) champion with the Miami Heat (2012, 2013), Cleveland Cavaliers (2016) and Los Angeles Lakers (2020), two-time Olympic gold medallist (2008, 2012)";Her parents;“Being happy isn’t simply feeling good because life’s circumstances are comfortable. Living happii is a lifestyle. An energy that comes from within.” (tjfranklin.com);paris-2024;2024
9362;KIDD Gabriella;BRA;Brazil;Cycling;Advertising and Marketing at Pontifical Catholic University of Rio de Janeiro (BRA);Sailor Kahena Kunze (BRA) two-time Olympic 49erFX gold medallist with Martine Grael (2016, 2020), six-time world championships medallist (one gold, four silver, one bronze);Her grandfather;"""Live the process."" (Athlete, 7 Jun 2024)";paris-2024;2024
9363;KELATI FREZGHI Weini;USA;United States;Outdoor activities, learning a new languages;Graduated with a Bachelor’s degree in Physical Health and a minor in Community Health Education from the University of New Mexico (Albuquerque, NM, USA);"Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze)";The biggest influence in her life is her family, who have been exceptionally supportive. Her mother in particular has been influential, teaching her independence, love, respect for others and the importance of setting and working towards goals, shaping her into a strong woman;“If you work hard, you know that you’re going to be in a good place one day. It doesn’t matter how hard it’s going to be. Know there is a bright future.” (run.outsideonline.com, 1 Apr 2024);paris-2024;2024
9410;TSELIDIS Theodoros;GRE;Greece;History, playing video games;Graduated in 2019 with a Bachelor's degree in World Economy at the North Ossetian State University (RUS);Judoka Hiroyuki Akimoto (JPN), 2010 World champion (-73kg), four-time Asian Games medallist (two gold, two bronze), 2004 World Junior champion. </p><p>Judoka Varlam Liparteliani (GEO), 2016 Olympic silver medallist (-90kg), six-time world championship medallist (three silver, three bronze).</p><p>Judoka Avtandili Tchrikishvili (GEO), two-time Olympian (2012, 2016), five-time world championship medallist (two gold, one silver, two bronze);"Russian poet Vladimir Mayakovski, ""because he is one of the best poets in history."" (Athlete, 14 Mar 2024)";"""Do what you can do, don't feel sorry after and don't have any regrets."" (Athlete, 14 Mar 2024)";paris-2024;2024
9415;MOSCHI Christina;GRE;Greece;Volunteering, music (specifically guitar), hiking;Studying Medicine at the University of Thessaly (Larissa, GRE);Shooter Anna Korakaki (GRE), two-time 2016 Olympic medallist (sport pistol gold, air pistol bronze), four-time world championship medallist (one gold, three silver);"Her sister. ""I admire her deeply as a role model of persistence, patience and of sacrifices to me.""</p><p>Shooter Anna Korakaki (GRE). ""She is an excellent shooter as well as a human being, and she transferred me all the love she has for the sport.""";"""Enjoy every competition as if it was your last one."" (Athlete, 12 Feb 2024)";paris-2024;2024
9456;LYU Jianlin;CHN;China;Basketball;Graduated in 2022 with a Bachelor's degree in Social Sports Instruction and Management from the West China Normal University (Nanchong, Sichuan, CHN);Shooter Zhang Shan (CHN), 1992 Olympic skeet champion, 11-time world championship medallist - three individual, eight team (four gold, six silver, one bronze);"""All the coaches who have coached me have had a great influence on me, helping me to get on the right track in life and showing me the right way to face difficulties."" (Athlete, 21 Jun 2024)";"""Perseverance.""";paris-2024;2024
9471;SHERIFOVSKI Edi;MKD;North Macedonia;Walking, hiking, swimming;Ss. Cyril and Methodius University (UKIM) (Skopje, MKD);Footballer Cristiano Ronaldo (POR), won five Champions Leagues, seven league titles and five Ballon d’Or awards during his time at Manchester United, Real Madrid and Juventus. Won Euro 2016 with Portugal and is international football’s all-time top scorer and appearance maker;Cristiano Ronaldo, because of his discipline and consistency;"""Always find the good in every setback, in every loss. Always try to get better."" (Athlete, 10 Jul 2024)";paris-2024;2024
9472;HOUINATO Valentin;BEN;Benin;Karaoke, cheesy music, romantic books and movies, animal welfare;Bachelor's degree in Information and Communication from the University of Paris 8 (FRA), and a Master's degree in Journalism from ESJ Pro Montpellier (FRA);"Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century.</p><p>Tennis player Rafael Nadal (ESP), winner of 22 Grand Slam singles titles (as of July 2023), including a record 14 French Open titles; two-time Olympic champion (2008 singles, 2016 doubles).</p><p>Athlete Jesse Owens (USA), four-time Olympic champion at Berlin 1936 (100m, 200m, long jump, 4x100m relay).</p><p>Judoka Lucie Decosse (FRA), two-time Olympic medallist (2012 gold, 2008 silver), four-time world championship medallist (three gold, one silver)";"His first judo coach Eric Chauvin. ""He's been like a father figure from the age of five right up to the present day. He is the one who taught me all my technical basics in judo. We still go on holiday together, he is really a member of my family."" (Athlete, 16 May 2024)";"""In all the dojos I have been to, I have never been the best judoka technically or physically, but I have never met anyone so motivated, so hungry, so determined to achieve their goal. I am convinced that this resilience will one day give me the medal of my dreams."" (Athlete, 16 May 2024)";paris-2024;2024
9508;LUNEV Ruslan;AZE;Azerbaijan;Tennis, swimming, chess, barbecue, video games;Studied at the Azerbaijan State Academy of Physical Education and Sport (Baku, AZE);Jin Jongoh (KOR), six-time Olympic pistol medallist (four gold, two silver), eight-time world championship medallist (four gold, two silver, two bronze);His father and coach, Vladimir;"""Work hard. Believe in yourself."" (Athlete, 6 Apr 2024)";paris-2024;2024
9531;KISOKA Arnold;COD;DR Congo;"Relaxing in front of the TV, football. ""I'm a big fan of Kylian Mbappe and Lionel Messi. ""(Athlete, 23 May 2024)";Graduated in 2018 in Construction from the Bumbe Technical Industrial Vocational Institute;Judoka Teddy Riner (FRA), five-time Olympic medallist (three gold, two bronze), 11-time world champion (individual), two-time world junior champion (2006, 2008);French judoka Teddy Riner;"""Discipline. Work. Love. Victory."" (Athlete, 23 May 2024)";paris-2024;2024
9593;SCHOLTZ Johanita;RSA;South Africa;Fashion designing;Graduated in 2021 in Fashion Design at Bloemfontein Fashion Academy (RSA);Badminton player Wiaan Viljoen (RSA), London 2012 Olympian, eight-time All-Africa Games medallist (two gold, six silver);"2016 Olympic champion Carolina Marin (ESP). ""She inspired me to push hard when things are tough."" (Athlete, 24 May 2024)";"Believes that success comes from hard work. ""You don't need talent to succeed."" (Athlete, 24 May 2024)";paris-2024;2024
9639;SEERANE Celia;RSA;South Africa;Football, baking;Studied at North-West University, Potchefstroom, RSA (2009-2015);Hockey player Natascha Keller (GER), 2004 Olympic champion, five-time Olympian (1996, 2000, 2004, 2008, 2012), three-time European Nations Cup medallist (two silver, one bronze);Her brother Brett;"""It's not about perfect. It's about effort. And when you bring that effort every single day, that's where transformation happens. That's how change occurs."" (investechockeyacademy.com, 18 Aug 2017)";paris-2024;2024
9652;KOVACS Joe;USA;United States;Golf;Graduated with a degree in Earth Sciences from Pennsylvania State University (University Park, PA, USA);Shot putter Christian Cantwell (USA), 2008 Olympic silver medallist, two-time world championship medallist (2009 gold, 2011 bronze), three-time world indoor champion (2004, 2008, 2010). </p><p>Shot putter Adam Nelson (USA), two-time Olympic medallist (2004 gold, 2000 silver), four-time world championship medallist (one gold, three silver);His wife Ashley Kovacs, and coach Art Venegas;"""The only thing that matters is the tape measure. There's no judge. There's no questioning. It's either you are or you aren't farthest. You have to prove yourself every single time, every single competition. It's my job to be a human cannon. So if the ball's not going far, you've got big problems."" (myInfo)";paris-2024;2024
9660;MALONE-HARDIN Maggie;USA;United States;Playing competitive team sports, watching movies, singing. One of her favourite songs is ‘King of Kings’ by Hillsong. She finds solace and joy in worship music, considering it comforting and pleasing to God. She aspires to lead worship in her church in the future, drawn to the idea of guiding others in spiritual expression;Studied Human Resources at the Texas A&M University (College Station, TX, USA). Completed Master’s degree in Marketing Analytics;Javelin thrower Kara Winger (USA), four-time Olympian (2008, 2012, 2016, 2020), 2022 World Championships silver medallist;Her mother;“Prior in my life, if a number that I threw was not up to my standard, I would crumble. I’ve worked really hard on saying, ‘My identity is not attached to whatever I throw, it is found in Christ’.” (sportsspectrum.com, 24 Jun 2021);paris-2024;2024
9671;LORENZO Eduardo Jose;DOM;Dominican Republic;Hunting, family outings to the beach or mountains;Studied Industrial Engineering and graduated in 1990 from the Pontifical Catholic Mother and Teacher University (DOM);Shooter Alberto Fernandez (ESP), 2020 Olympic champion (trap mixed team), four-time Olympian (2008, 2012, 2016, 2020), two-time world trap champion (2010, 2018);"His wife, Judith Carini Jimenez Polanco. ""She is the person who works hard and takes care of the family so I can do this sport."" (Athlete, 31 May 2024)";"""The result depends on effort, dedication and training. To get results you have to train hard."" (Athlete, 31 May 2024)";paris-2024;2024
9714;van der BIJ Jan;NED;Netherlands;Gaming, board games, reading about economics;He received a Bachelor's degree in Accounting from NHL University of Applied Sciences (Leeuwarden, NED) in 2014 and a Master's in 2018 from the University of Amsterdam (NED);His father;Dutch rower Job Huigsloot;"""If you are in a team of eight, you must want to be the number one. That drive, that makes the difference."" (myInfo)";paris-2024;2024
9725;JIMENEZ Kristine;PAN;Panama;Going to the beach, shopping, dancing and spending time with family;Master's in Sports Management at the European Sport Business School in 2018 (Valencia, ESP);Husband Adonis Diaz (USA). He is a triple World Judo Tour medallist and winner of the 2020 Pan American Open in Lima;"""My mother, because she taught me how to be strong, smart and careful to live in this society and be a good and successful person."" (Athlete, 30 Apr 2024)";"""My greatest talent is that I never give up."" (Athlete, 30 Apr 2024)";paris-2024;2024
9727;AMOAH Joseph Paul;GHA;Ghana;Playing video games;Graduated in 2020 with a Bachelor's degree in Accounting from Coppin State University (Baltimore, MD, USA);"Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze).</p><p>Footballer Lionel Messi (ARG), FIFA World Cup winner (2022), two-time Copa America winner (2021, 2024), eight-time Ballon d'Or winner. Lifted every major club prize in the game with Barcelona and won gold at the 2008 Olympic Games in Beijing";"His uncle. ""I had potential in track and my uncle being a former track runner himself gave me the needed boost to go all in.” (olympics.com, 5 Mar 2024)";“I go into every training with a mindset that I am here to get better and every single day I have to do better than the last.” (olympics.com, 5 Mar 2024);paris-2024;2024
9730;SANTAVY Boady;CAN;Canada;Playing video games;Studied at Lambton College (Sarnia, ON, CAN);Weightlifter Alexandre Kurlovich (BLR), two-time Olympic super heavyweight champion (1988 for URS, 1992 for EUN), five-time world championship medallist (four gold, one silver);His father Dalas Santavy;"""Today I will do what others won't, so tomorrow I can do what others can't."" - Jerry Rice (myInfo)";paris-2024;2024
9738;SISSON Emily;USA;United States;Enjoys reading, travelling and spending time with her dogs;Master's degree in Business Administration from Providence College (Providence, RI, USA);Footballer Mia Hamm (USA), two-time Olympic champion (1996, 2004) and 2000 silver medallist, two-time FIFA World Cup winner(1991, 1999) and two-time bronze medallist (1995, 2003);Distance runner Molly Huddle (USA), her coach Ray Treacy (USA);"If she is nervous before a race she will remind herself that ""my legs know what to do."" (nbcchicago.com, 3 Oct 2023)";paris-2024;2024
9779;PARK Skylar;CAN;Canada;Football, golf, athletics;Studied Human Movement Studies at University of Manitoba (CAN);Taekwondoin Yvette Yong (CAN), 2020 Olympian, 2009 world championship bronze medallist;"Her father. ""I wouldn't be here where I am without him. I trust him and everything he tells me. I really enjoy the relationship that we have, and we're really close. Not only as coach and athlete, but just in life. There are some challenges to being with him 24/7, but no, I'm super thankful - he knows me better than anyone else so we have that trust that is very important."" (myInfo)";"""Starve your distractions, feed your focus."" (myInfo)";paris-2024;2024
9818;van LIESHOUT Joanne;NED;Netherlands;Walking her two dogs, visiting family, spending time with friends;Studied at the HAN University of Applied Sciences (NED);Judoka Uta Abe (JPN), two-time 2020 Olympic medallist (-52kg gold, mixed team silver), four-time world champion (2018, 2019, 2022, 2023), 2017 World Junior champion. </p><p>Judoka Hifumi Abe (JPN), two-time 2020 Olympic medallist (-66kg gold, mixed team silver), two-time 2014 Youth Olympic Games medallist (-66kg gold, mixed team bronze), five-time world championship medallist (four gold, one bronze);"""The most influential people are my parents and my brothers. They are always there for me and always wanted the best for me. I am super grateful for them. I have always looked up to them. They were an example and motivation for me. Also, my trainers have been very influential. The pushed me to my limits and are always there to help."" (Athlete, 1 June 2024)";"""Keep enjoying and don’t stop making memories. You are lucky to fight at such a high level and travel the world for sports so enjoy every moment."" (Athlete, 1 Jun 2024)";paris-2024;2024
9819;KAMPS Marit;NED;Netherlands;Walking his dog, cinema, shopping, going out for dinner;Fourth year Sports Science, Hogeschool Arnhem Nijmegen (HAN);Judoka Hifumi Abe (JPN), two-time 2020 Olympic medallist (-66kg gold, mixed team silver), two-time 2014 Youth Olympic Games medallist (-66kg gold, mixed team bronze)  five-time world championship medallist (four gold, one bronze);His sister;"""Taking pinguin to the tournament. Listen to music. Jumping once and then twice when I am waiting to talk towards the tatami."" (Athlete, 10 Jul 2024)";paris-2024;2024
9820;BEURSKENS Julie;NED;Netherlands;Other sports such as mountain biking, skateboarding, free running, rock climbing, running. Also enjoys photography, travelling with family and friends and walking with her dog;Sport Science;"""My dad. He loves extreme sports and thinks nothing is impossible."" (Athlete, 21 Apr 2024)";"Ed van den Berg. ""He was my coach for more than 10 years. Hard work and fun always go together at his trainings, that was amazing."" (Athlete, 21 Apr 2024)";"""Your body can do way more than you think. Always keep pushing it to the limit."" (Athlete, 21 Apr 2024)";paris-2024;2024
9831;OTTEN Joris;NED;Netherlands;He is an enormous music enthusiast, always up to date with the latest music and he is also a singer. In addition, he writes about music and hopes to pursue a career in music journalism someday;Graduated with a Bachelor's Degree in Journalism (2023) from Fontys University of Applied Sciences (Tilburg, NED);"Cyclist Annemiek van Vleuten (NED), two-time 2020 Olympic medallist (time trial gold, road race silver), seven-time road world championship medallist (four gold, one silver, two bronze), four-time winner of Giro d'Italia Donne (2018, 2019, 2022, 2023). </p><p>""I see myself in her because I started competing at the junior/U23 level with no success at all. Instead of giving up, I pushed myself even harder, and in the years that followed, I was finally able to close the gap with the top athletes, a development most achieve at a younger age. Never give up!"" (Athlete, 3 Apr 2024)";"His parents. </p><p>""Especially due to the lack of support, I would never have been able to come this far if my parents had not helped me when needed. It started when they drove me everywhere as a child, and especially in recent years, I have relied on them tremendously. I financed my sport through student loans in recent years, but when I graduated and that support disappeared, I was on my own. Besides a generous sponsor, my parents also stepped in to ensure I wouldn't have to give up on my dream just before the finish line. I'm incredibly grateful to them for that."" (Athlete, 3 Apr 2024)";"""Even if something seems like an unrealistic dream, you can turn it into a realistic goal through hard work every day. When I moved to France, I had no idea if I had it in me to make it to the Olympic Games. Now, here I am."" (Athlete, 3 Apr 2024)";paris-2024;2024
9847;ACEVEDO Javier;CAN;Canada;Reading books, going to the beach, being with friends;Graduated in 2021 with a Degree in Psychology at University of Georgia (USA);"Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)";His mother, Catherine;"""The only easy day was yesterday."" (swimming.ca)";paris-2024;2024
9880;GROSSO Julia;CAN;Canada;Watching television, reading, listening to music, playing volleyball, swimming, sailing;Studied Sport Management at University of Texas at Austin, (TX, USA);Footballer Cristiano Ronaldo (POR), won five Champions Leagues, seven league titles and five Ballon d’Or awards during his time at Manchester United, Real Madrid and Juventus. Won Euro 2016 with Portugal and is international football’s all-time top scorer and appearance maker.</p><p>Ice hockey player Sidney Crosby (CAN), three-time Stanley Cup champion (2009, 2016, 2017) with the Pittsburgh Penguins in the National Hockey League (NHL), two-time Olympic champion (2010, 2014), 2015 IIHF World Cup champion;Father Carlos, because he continues to push her and motivates her to get better;"""There is a beauty in the struggle."" (myInfo)";paris-2024;2024
